#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B9C482
#Date Time: 2026-06-04 10:23:47.437
#Sample rate: 5e+07Hz
#Samples: 8192
#Trigger: Source: Trigger 1 Condition: Rising
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-3.932e-05,-0.01268113796492585,-0.01450839044050936
-3.93e-05,-0.01301898003177437,-0.01484546452709486
-3.928e-05,-0.01301898003177437,-0.01450839044050936
-3.926e-05,-0.01335682209862288,-0.01316009409416738
-3.924e-05,-0.01437034829916843,-0.01450839044050936
-3.922e-05,-0.01268113796492585,-0.01450839044050936
-3.92e-05,-0.01437034829916843,-0.01484546452709486
-3.918e-05,-0.01403250623231991,-0.01450839044050936
-3.916e-05,-0.01335682209862288,-0.01484546452709486
-3.914e-05,-0.01403250623231991,-0.01518253861368036
-3.912e-05,-0.01403250623231991,-0.01450839044050936
-3.91e-05,-0.01335682209862288,-0.01349716818075288
-3.908e-05,-0.01335682209862288,-0.01450839044050936
-3.906e-05,-0.0136946641654714,-0.01383424226733837
-3.904e-05,-0.01437034829916843,-0.01349716818075288
-3.902e-05,-0.0136946641654714,-0.01450839044050936
-3.9e-05,-0.01335682209862288,-0.01383424226733837
-3.898e-05,-0.0136946641654714,-0.01316009409416738
-3.896e-05,-0.01335682209862288,-0.01450839044050936
-3.894e-05,-0.01470819036601694,-0.01316009409416738
-3.892e-05,-0.01335682209862288,-0.01417131635392387
-3.89e-05,-0.01335682209862288,-0.01349716818075288
-3.888e-05,-0.01268113796492585,-0.01282302000758188
-3.886e-05,-0.0136946641654714,-0.01417131635392387
-3.884e-05,-0.0136946641654714,-0.01450839044050936
-3.882e-05,-0.01301898003177437,-0.01518253861368036
-3.88e-05,-0.0136946641654714,-0.01383424226733837
-3.878e-05,-0.01234329589807734,-0.01450839044050936
-3.876e-05,-0.01301898003177437,-0.01551961270026585
-3.874e-05,-0.0113297696975318,-0.01417131635392387
-3.872e-05,-0.01234329589807734,-0.01383424226733837
-3.87e-05,-0.01200545383122883,-0.01484546452709486
-3.868e-05,-0.01234329589807734,-0.01383424226733837
-3.866e-05,-0.01200545383122883,-0.01316009409416738
-3.864e-05,-0.01234329589807734,-0.01484546452709486
-3.862e-05,-0.01268113796492585,-0.01349716818075288
-3.86e-05,-0.01301898003177437,-0.01316009409416738
-3.858e-05,-0.01268113796492585,-0.01316009409416738
-3.856e-05,-0.01234329589807734,-0.01417131635392387
-3.854e-05,-0.01268113796492585,-0.01349716818075288
-3.852e-05,-0.01234329589807734,-0.01450839044050936
-3.85e-05,-0.01335682209862288,-0.01484546452709486
-3.848e-05,-0.01403250623231991,-0.01417131635392387
-3.846e-05,-0.01403250623231991,-0.01450839044050936
-3.844e-05,-0.01403250623231991,-0.01417131635392387
-3.842e-05,-0.01335682209862288,-0.01316009409416738
-3.84e-05,-0.01470819036601694,-0.01383424226733837
-3.838e-05,-0.01301898003177437,-0.01450839044050936
-3.836e-05,-0.01470819036601694,-0.01484546452709486
-3.834e-05,-0.01335682209862288,-0.01484546452709486
-3.832e-05,-0.01403250623231991,-0.01417131635392387
-3.83e-05,-0.01403250623231991,-0.01417131635392387
-3.828e-05,-0.01403250623231991,-0.01518253861368036
-3.826e-05,-0.01504603243286545,-0.01585668678685135
-3.824e-05,-0.01470819036601694,-0.01518253861368036
-3.822e-05,-0.01437034829916843,-0.01619376087343685
-3.82e-05,-0.01437034829916843,-0.01518253861368036
-3.818e-05,-0.01437034829916843,-0.01551961270026585
-3.816e-05,-0.01335682209862288,-0.01484546452709486
-3.814e-05,-0.01437034829916843,-0.01484546452709486
-3.812e-05,-0.01403250623231991,-0.01417131635392387
-3.81e-05,-0.01470819036601694,-0.01450839044050936
-3.808e-05,-0.01437034829916843,-0.01484546452709486
-3.806e-05,-0.01437034829916843,-0.01383424226733837
-3.804e-05,-0.01335682209862288,-0.01417131635392387
-3.802e-05,-0.01403250623231991,-0.01450839044050936
-3.8e-05,-0.01437034829916843,-0.01484546452709486
-3.798e-05,-0.01538387449971397,-0.01417131635392387
-3.796e-05,-0.0136946641654714,-0.01518253861368036
-3.794e-05,-0.01335682209862288,-0.01450839044050936
-3.792e-05,-0.01301898003177437,-0.01450839044050936
-3.79e-05,-0.01335682209862288,-0.01349716818075288
-3.788e-05,-0.0136946641654714,-0.01484546452709486
-3.786e-05,-0.01403250623231991,-0.01450839044050936
-3.784e-05,-0.01470819036601694,-0.01551961270026585
-3.782e-05,-0.01335682209862288,-0.01383424226733837
-3.78e-05,-0.01268113796492585,-0.01484546452709486
-3.778e-05,-0.01437034829916843,-0.01349716818075288
-3.776e-05,-0.0136946641654714,-0.01450839044050936
-3.774e-05,-0.01437034829916843,-0.01551961270026585
-3.772e-05,-0.01301898003177437,-0.01518253861368036
-3.77e-05,-0.01403250623231991,-0.01484546452709486
-3.768e-05,-0.01403250623231991,-0.01619376087343685
-3.766e-05,-0.01403250623231991,-0.01551961270026585
-3.764e-05,-0.01335682209862288,-0.01484546452709486
-3.762e-05,-0.0136946641654714,-0.01484546452709486
-3.76e-05,-0.01437034829916843,-0.01585668678685135
-3.758e-05,-0.01335682209862288,-0.01484546452709486
-3.756e-05,-0.01268113796492585,-0.01484546452709486
-3.754e-05,-0.0136946641654714,-0.01551961270026585
-3.752e-05,-0.01335682209862288,-0.01518253861368036
-3.75e-05,-0.0136946641654714,-0.01484546452709486
-3.748e-05,-0.0136946641654714,-0.01518253861368036
-3.746e-05,-0.0136946641654714,-0.01484546452709486
-3.744e-05,-0.01403250623231991,-0.01518253861368036
-3.742e-05,-0.01403250623231991,-0.01383424226733837
-3.74e-05,-0.01504603243286545,-0.01551961270026585
-3.738e-05,-0.01437034829916843,-0.01450839044050936
-3.736e-05,-0.01403250623231991,-0.01450839044050936
-3.734e-05,-0.01403250623231991,-0.01518253861368036
-3.732e-05,-0.01470819036601694,-0.01484546452709486
-3.73e-05,-0.01403250623231991,-0.01484546452709486
-3.728e-05,-0.01437034829916843,-0.01383424226733837
-3.726e-05,-0.0136946641654714,-0.01450839044050936
-3.724e-05,-0.01335682209862288,-0.01383424226733837
-3.722e-05,-0.0136946641654714,-0.01316009409416738
-3.72e-05,-0.0136946641654714,-0.01383424226733837
-3.718e-05,-0.0136946641654714,-0.01248594592099639
-3.716e-05,-0.01301898003177437,-0.01282302000758188
-3.714e-05,-0.01470819036601694,-0.01214887183441089
-3.712e-05,-0.01437034829916843,-0.01282302000758188
-3.71e-05,-0.01301898003177437,-0.01282302000758188
-3.708e-05,-0.01403250623231991,-0.01417131635392387
-3.706e-05,-0.01301898003177437,-0.01282302000758188
-3.704e-05,-0.0136946641654714,-0.01248594592099639
-3.702e-05,-0.01268113796492585,-0.01316009409416738
-3.7e-05,-0.01301898003177437,-0.01282302000758188
-3.698e-05,-0.01200545383122883,-0.01383424226733837
-3.696e-05,-0.01335682209862288,-0.01316009409416738
-3.694e-05,-0.01200545383122883,-0.01316009409416738
-3.692e-05,-0.01301898003177437,-0.01349716818075288
-3.69e-05,-0.01268113796492585,-0.01349716818075288
-3.688e-05,-0.01200545383122883,-0.01248594592099639
-3.686e-05,-0.01403250623231991,-0.01282302000758188
-3.684e-05,-0.01268113796492585,-0.01214887183441089
-3.682e-05,-0.01268113796492585,-0.01248594592099639
-3.68e-05,-0.01234329589807734,-0.01248594592099639
-3.678e-05,-0.01301898003177437,-0.01248594592099639
-3.676e-05,-0.01268113796492585,-0.01316009409416738
-3.674e-05,-0.01234329589807734,-0.01383424226733837
-3.672e-05,-0.01335682209862288,-0.01248594592099639
-3.67e-05,-0.01301898003177437,-0.01282302000758188
-3.668e-05,-0.0136946641654714,-0.01282302000758188
-3.666e-05,-0.01268113796492585,-0.01248594592099639
-3.664e-05,-0.01335682209862288,-0.01282302000758188
-3.662e-05,-0.0136946641654714,-0.01282302000758188
-3.66e-05,-0.01538387449971397,-0.01349716818075288
-3.658e-05,-0.01437034829916843,-0.01349716818075288
-3.656e-05,-0.01504603243286545,-0.01450839044050936
-3.654e-05,-0.01470819036601694,-0.01484546452709486
-3.652e-05,-0.01504603243286545,-0.01484546452709486
-3.65e-05,-0.01403250623231991,-0.01518253861368036
-3.648e-05,-0.01437034829916843,-0.01585668678685135
-3.646e-05,-0.01403250623231991,-0.01518253861368036
-3.644e-05,-0.01437034829916843,-0.01450839044050936
-3.642e-05,-0.01437034829916843,-0.01551961270026585
-3.64e-05,-0.01470819036601694,-0.01417131635392387
-3.638e-05,-0.01403250623231991,-0.01484546452709486
-3.636e-05,-0.01538387449971397,-0.01450839044050936
-3.634e-05,-0.01470819036601694,-0.01518253861368036
-3.632e-05,-0.01403250623231991,-0.01619376087343685
-3.63e-05,-0.01403250623231991,-0.01484546452709486
-3.628e-05,-0.01437034829916843,-0.01551961270026585
-3.626e-05,-0.01301898003177437,-0.01518253861368036
-3.624e-05,-0.01504603243286545,-0.01484546452709486
-3.622e-05,-0.01437034829916843,-0.01450839044050936
-3.62e-05,-0.01403250623231991,-0.01417131635392387
-3.618e-05,-0.01437034829916843,-0.01417131635392387
-3.616e-05,-0.01335682209862288,-0.01349716818075288
-3.614e-05,-0.0136946641654714,-0.01383424226733837
-3.612e-05,-0.01403250623231991,-0.01383424226733837
-3.61e-05,-0.01335682209862288,-0.01383424226733837
-3.608e-05,-0.01470819036601694,-0.01383424226733837
-3.606e-05,-0.01301898003177437,-0.01349716818075288
-3.604e-05,-0.01403250623231991,-0.01316009409416738
-3.602e-05,-0.01335682209862288,-0.01383424226733837
-3.6e-05,-0.01335682209862288,-0.01349716818075288
-3.598e-05,-0.01268113796492585,-0.01417131635392387
-3.596e-05,-0.01301898003177437,-0.01417131635392387
-3.594e-05,-0.01234329589807734,-0.01551961270026585
-3.592e-05,-0.01335682209862288,-0.01383424226733837
-3.59e-05,-0.01403250623231991,-0.01450839044050936
-3.588e-05,-0.01268113796492585,-0.01450839044050936
-3.586e-05,-0.01268113796492585,-0.01450839044050936
-3.584e-05,-0.01335682209862288,-0.01518253861368036
-3.582e-05,-0.01335682209862288,-0.01484546452709486
-3.58e-05,-0.01268113796492585,-0.01349716818075288
-3.578e-05,-0.0136946641654714,-0.01417131635392387
-3.576e-05,-0.0136946641654714,-0.01282302000758188
-3.574e-05,-0.01437034829916843,-0.01282302000758188
-3.572e-05,-0.01335682209862288,-0.01349716818075288
-3.57e-05,-0.0136946641654714,-0.01248594592099639
-3.568e-05,-0.01301898003177437,-0.0118117977478254
-3.566e-05,-0.01335682209862288,-0.01349716818075288
-3.564e-05,-0.01268113796492585,-0.01214887183441089
-3.562e-05,-0.01335682209862288,-0.01417131635392387
-3.56e-05,-0.01268113796492585,-0.01248594592099639
-3.558e-05,-0.01200545383122883,-0.01383424226733837
-3.556e-05,-0.01234329589807734,-0.01450839044050936
-3.554e-05,-0.01268113796492585,-0.01417131635392387
-3.552e-05,-0.01301898003177437,-0.01417131635392387
-3.55e-05,-0.01301898003177437,-0.01417131635392387
-3.548e-05,-0.01268113796492585,-0.01417131635392387
-3.546e-05,-0.01335682209862288,-0.01484546452709486
-3.544e-05,-0.01301898003177437,-0.01349716818075288
-3.542e-05,-0.01234329589807734,-0.01316009409416738
-3.54e-05,-0.01234329589807734,-0.01450839044050936
-3.538e-05,-0.01335682209862288,-0.01484546452709486
-3.536e-05,-0.01335682209862288,-0.01349716818075288
-3.534e-05,-0.01301898003177437,-0.01349716818075288
-3.532e-05,-0.01335682209862288,-0.01383424226733837
-3.53e-05,-0.01301898003177437,-0.01316009409416738
-3.528e-05,-0.01335682209862288,-0.01282302000758188
-3.526e-05,-0.01268113796492585,-0.01450839044050936
-3.524e-05,-0.0136946641654714,-0.01282302000758188
-3.522e-05,-0.0136946641654714,-0.01282302000758188
-3.52e-05,-0.01301898003177437,-0.01282302000758188
-3.518e-05,-0.01234329589807734,-0.01349716818075288
-3.516e-05,-0.01403250623231991,-0.01383424226733837
-3.514e-05,-0.01437034829916843,-0.01282302000758188
-3.512e-05,-0.01403250623231991,-0.01417131635392387
-3.51e-05,-0.0136946641654714,-0.01417131635392387
-3.508e-05,-0.01403250623231991,-0.01383424226733837
-3.506e-05,-0.01437034829916843,-0.01417131635392387
-3.504e-05,-0.01538387449971397,-0.01349716818075288
-3.502e-05,-0.01538387449971397,-0.01417131635392387
-3.5e-05,-0.01470819036601694,-0.01282302000758188
-3.498e-05,-0.01504603243286545,-0.01484546452709486
-3.496e-05,-0.01504603243286545,-0.01417131635392387
-3.494e-05,-0.01437034829916843,-0.01417131635392387
-3.492e-05,-0.01538387449971397,-0.01484546452709486
-3.49e-05,-0.01403250623231991,-0.01484546452709486
-3.488e-05,-0.01504603243286545,-0.01484546452709486
-3.486e-05,-0.016059558633411,-0.01585668678685135
-3.484e-05,-0.01572171656656248,-0.01518253861368036
-3.482e-05,-0.01538387449971397,-0.01484546452709486
-3.48e-05,-0.01572171656656248,-0.01484546452709486
-3.478e-05,-0.016059558633411,-0.01450839044050936
-3.476e-05,-0.01437034829916843,-0.01484546452709486
-3.474e-05,-0.01538387449971397,-0.01450839044050936
-3.472e-05,-0.01470819036601694,-0.01383424226733837
-3.47e-05,-0.01403250623231991,-0.01282302000758188
-3.468e-05,-0.01538387449971397,-0.01518253861368036
-3.466e-05,-0.01403250623231991,-0.01383424226733837
-3.464e-05,-0.01437034829916843,-0.01349716818075288
-3.462e-05,-0.01437034829916843,-0.01383424226733837
-3.46e-05,-0.01437034829916843,-0.01417131635392387
-3.458e-05,-0.0136946641654714,-0.01450839044050936
-3.456e-05,-0.01437034829916843,-0.01417131635392387
-3.454e-05,-0.01437034829916843,-0.01450839044050936
-3.452e-05,-0.01437034829916843,-0.01417131635392387
-3.45e-05,-0.01437034829916843,-0.01484546452709486
-3.448e-05,-0.01403250623231991,-0.01450839044050936
-3.446e-05,-0.01403250623231991,-0.01417131635392387
-3.444e-05,-0.01403250623231991,-0.01383424226733837
-3.442e-05,-0.01403250623231991,-0.01316009409416738
-3.44e-05,-0.0136946641654714,-0.01316009409416738
-3.438e-05,-0.0136946641654714,-0.01383424226733837
