-0.0093027173,-0.0094522791

-0.0089648752,-0.0084410569

-0.0096405594,-0.008778131

-0.010654086,-0.010463501

-0.0082891911,-0.0064186124

-0.029235399,-0.020575724

0.13259095,0.0043677584

0.19847015,0.25683625

-0.044776134,0.3498687

-0.085317182,0.11560221

0.24272746,0.25178014

0.046441224,0.65492075

-0.52789029,0.80087383

-0.86674588,-0.086305171

-0.50761977,-0.75337479

0.29982277,-0.8312389

0.50117665,-0.3434927

0.21671363,-0.1847308

0.21029463,-0.30001014

0.34813419,-0.15001217

0.22482184,0.046839093

0.079549746,-0.017542057

0.14644248,-0.073159282

0.16874005,0.04077176

0.056238644,0.052906427

0.08022543,-0.048552873

0.20590268,0.031670759

0.134618,0.21436491

-0.059641185,0.19279217

-0.082614446,0.050209834

-0.0052486125,0.047850316

-0.046127503,0.10650121

-0.12112844,0.044816649

-0.080587393,-0.042148466

-0.0059242966,-0.023609391

-0.00085666563,0.031333685

-0.036667925,0.054591797

-0.08329013,0.042120056

-0.099506549,-0.02933965

-0.010991928,-0.077204171

0.083266009,0.036389797

-0.022478558,0.19178095

-0.23025143,0.12402906

-0.23835964,-0.089675912

-0.076871131,-0.13484384

-0.046127503,-0.021586946

-0.14680444,-0.032373317

-0.13464212,-0.15945025

-0.01132977,-0.17798932

0.029211278,-0.095406171

-0.0069378228,-0.08124906

0.014346227,-0.12068673

0.080563272,-0.098102764

0.099144586,-0.036081132

0.092049903,0.0097609438

0.076171326,0.062681575

0.010967807,0.11357976

-0.085317182,0.099422651

-0.14275033,0.019536092

-0.14072328,-0.07383343

-0.083965814,-0.14158532

0.0059001757,-0.15439414

0.072117221,-0.10484425

0.083603851,-0.04585628

0.076171326,-0.0097893532

0.060292748,0.029311241

0.0048866495,0.043131278

-0.025519137,-0.021249872

0.053873749,-0.061024614

0.1241449,0.042794204

0.031238331,0.15638817

-0.1038985,0.099085577

-0.085317182,-0.020912798

0.00083254471,-0.0074298346

-0.025856979,0.067737687

-0.099844391,0.034367352

-0.085992866,-0.04248554

-0.029573241,-0.048889947

-0.0055864546,-0.034732836

0.033265383,-0.011811798

0.049819644,0.083243095

-0.064708816,0.16885991

-0.22180538,0.087287984

-0.23126496,-0.084956875

-0.12957449,-0.16248391

-0.060316869,-0.15945025

-0.002545876,-0.16989954

0.090360692,-0.13046188

0.11299611,-0.012148872

0.021440911,0.044142501

-0.03092461,-0.022261094

0.028873436,-0.057316799

0.06704959,0.012457536

0.011643491,0.071108428

-0.056938449,0.04987276

-0.080925235,0.00065994346

-0.076533289,-0.04585628

-0.039032819,-0.083271504

0.01806249,-0.073159282

0.032927541,-0.022598169

-0.00018098149,-0.008778131

-0.00018098149,-0.038440651

0.043062803,-0.037429428

0.06704959,0.019199018

0.032589699,0.077512835

-0.040046345,0.09605191

-0.11470944,0.046839093

-0.1207906,-0.055631429

-0.031600294,-0.10551839

0.042049277,-0.039114799

0.0038731233,0.04077176

-0.07518192,0.027962944

-0.10558771,-0.037092354

-0.10254713,-0.10079936

-0.060316869,-0.18810155

0.090360692,-0.23832558

0.26434936,-0.10787791

